,index,Kilde,content,tokens,url
11,11,NRGI ERFAblade side 12," © NRGI  12 SKADE – GUL: 
Undertaget er med misfarvninger.  
 
RISIKO:  
Der er risiko for yderligere skadesudvikling.  
 
BEMÆRKNING:  
Forholdet vurderes, at skyldes manglende ventilation.  
 
Se i øvrigt nedenstående, hvor der kan findes nyttig viden om ventilation af tagkonstru ktioner:  
 
• SIK vejledning 2, Skade og Vurdering.  
• SIK vejledning om byggeskik og byggeteknik nr. 1 Tagkonstruktion.  
• BYG-ERFA (27)13 06 05 – Tagkonstruktioner med lille hældning - ventilation og fugtforhold.  
• BYG-ERFA (27)22 12 16 – Ventilation af tagkonstrukt ioner med hældning.  
 
Herunder nyttig  illustration fra BYG -ERFA (27)22 12 16 – Ventilation af tagkonstruktioner med hældning.  
 
 
 
 
 
 
 
 
",264,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=12
12,12,NRGI ERFAblade side 13," © NRGI  13 Tagkonstruktion med stålplader og lav hældning  Dato:  11-05-2023  
Revision:  
    
Tagkonstruktioner der er udført med lav hældning  og stålplader  kræver altid opmærksomhed. Hvis 
konstruktionen så også er udført med isolering  og loft som på billeder herunder, kræver det skærpet 
opmærksomhed.  
 
  
  
Vi ser det ofte på baghuse, garager eller lignende som man ”lige” har inddraget i en del af beboelsen. Det er 
ikke en god konstruktion og det er en konstruktion der ofte medfører  fugtrelaterede  følgeskader  (vi har flere 
sager i KA -afdelingen).  
 
Opmærksomhedspunkter:  
- Stor koncentration af kondensdannelse på bagside  af plader  
- Manglende ventilation  
- Der er så meget kondens det ikke kan bortventileres før det drypper ned i konstruktionen  
- Ofte er konstruktionen åben i top af trapez, hvor det så kan regne ind i konstruktionen  
- For lav hældning  
- Buler, ujævnheder lunker  
- Utæt heder i forbindelse med overlæg eller skruemontage  
- Nedslidning, rust , tæring eller lignende  
➔ Listen kunne fortsætte og det er svært at forstille sig et eksempel, hvor konstruktionen virker.  
 
Herunder forslag til skadestekst  (teksten kunne sagtens udvides med beskrivelse af evt. synlige skader) . 
 
SKADE – RØD : 
Tagkonstruktion med stålplader er med lav hældning. Konstruktionen er udført med isolering og loft, hvilket er 
uhensigtsmæssigt pga. kondensdannelse på underside af stål plader  
 
RISIKO:  
Der er risiko for kondens / fugtophobning i konstruktionen, samt fugtrelaterede følgeskader.  
 
BEMÆRKNING:  
- 
 
  
",543,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=13
13,13,NRGI ERFAblade side 14," © NRGI  14 YDERVÆGGE    
    
 
 
  ",16,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=14
14,14,NRGI ERFAblade side 15," © NRGI  15 Værn  Dato:        02-12-2022  
Revision:   
 
    
Herunder krav til værn jf. BR18.  
 
§ 58  
Gange, trapper og ramper i fælles adgangsveje samt altaner, franske altandøre, altangange, luftsluser, 
tagterrasser, udvendige trapper samt andre hævede opholdsarealer, skal under hensyn til bygningens 
anvendelse sikres med værn og forsynes med håndlister.  Alle typer af værn eller rækværk skal under hensyn til 
bygningens anvendelse udformes, således at deres højde, udformning, frie åbninger i værnet mv. sikrer personer 
mod at falde ud over eller igennem dem. Bestemmelsen anses som opfyldt, når:  
 
1) Højden p å værn eller rækværker er mindst 1,0 m.  
 
2) Højden på værn ved trapper og ramper er mindst 0,80 m og over trappereposer er mindst 0,90 m.  
 
3) Højden på værn ved trapper med bredere lysning end 0,30 m, altangange og luftsluser er mindst 1,20 m.  
 
4) Højden p å værn skal måles over trinforkanter og ramper samt fra overkant af gulv/dæk.  
 
5) Håndlister skal være nemme at gribe om og holde fast i.  
 
§ 59  
Værn skal udføres, så den indbyrdes afstand mellem alle typer balustre, både lodrette og vandrette ikke giver 
anledning til personskader. I den forbindelse skal der i særlig grad tages hensyn til, at børn ikke må kunne klatre 
på værnet eller komme i klemme mellem balustre.  
 
Herunder eksempler på manglende værn, samt på værns udformning, der skal give anledning til s kærpet 
opmærksomhed og en RØD  skadesanmærkning i tilstandsrapporten.  Undersøg endvidere altid, om værnet er 
stabilt og forsvarligt fastgjort.  
 
Værn, hvor man kan klatre på værnet.  Værn  med for lav højde.  
  
 
 
 
 
  
 
 
 
 
",606,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=15
15,15,NRGI ERFAblade side 16," © NRGI  16 Værn med for store åbninger og, hvor man kan klatre 
på værnet.  Manglende værn på udendørs trappe med mere end 
tre trin.  
  
  
Manglende værn ved fransk altandør.  Tilbygning med terrasse ovenpå. Der er etableret 
udgang til terrasse, men der mangler værn.  
  
  
 
 
  
",101,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=16
16,16,NRGI ERFAblade side 17," © NRGI  17 VINDUER OG DØRE    
    
 
  ",18,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=17
17,17,NRGI ERFAblade side 18," © NRGI  18 Redningsåbninger  Dato:        20-01-2022  
Revision:  02-02-2022  
    
Vi har forespurgt Sikkerhedsstyrelsen vedr. regler til redningsåbninger, hvis der i huset er installeret røgalarmer 
230 V med batteribackup. Sikkerhedsstyrelsen tilbagemelding er følgende:  
 
”Indledningsvis skal det oplyses, at Trafik -, Bygge - og Boligstyrelsen ikke kan forh olde sig til 
konkrete sager, og derfor alene udtaler sig vejledende og generelt om emner inden for 
byggelovgivningen. Den endelige fortolkning henhører under domstolene.  
Der stilles ikke længere krav til, at enfamiliehuse omfattet af dette bilag skal udfør es med 
redningsåbninger. Disse enfamiliehuse opnår et tilfredsstillende sikkerhedsniveau uden 
redningsåbninger, bl.a. fordi der for nybyggeri er indført tvungen opsætning af røgalarmanlæg, 
så personer får en tidlig varsling og kan forlade huset af de norma le adgangsdøre inden der 
opstår kritiske forhold.  
Det er dermed også Trafik -, Bygge - og Boligstyrelsen vurdering, at redningsåbninger til brug 
for personredning kan udelades i eksisterende byggeri, som i sin helhed opfylder 
retningslinjerne i bilag 1a, her under installering af røgalarmanlæg. Røgalarmanlæg skal 
udføres som angivet i BR18, samt i Bygningsreglementets vejledning til kapitel 5 – Brand, bilag 
12 vedr. brandtekniske installationer, hvor beskrivelsen og funktionskravene til røgalarmanlæg 
er angive t i afsnit 5.4.  
Det er Trafik -, Bygge - og Boligstyrelsen vurdering, at en byggesag vedr. lovliggørelse kan 
udføres, ved at der i enfamilieshuse opsættes forskriftsmæssigt røgalarmanlæg og dette 
dokumenteres jf. BR18 § 506. I denne forbindelse skal Trafik -, Bygge - og Boligstyrelsen dog 
gøre opmærksom på, at det er den enkelte kommune, der i henhold til byggelovens § 16C er 
bygningsmyndighed, og som derfor træffer konkret afgørelse i hver enkelt byggesag.  
Hvis ejer ændrer på sit enfamiliehus, kan dette jf. BR 18 §5, stk. 4 udføres uden 
byggetilladelse. Ejer skal dog jf. BR18 § 506 dokumentere ændringerne. Derfor skal der ved 
manglende redningsåbninger i byggeri udført efter tidligere bygningsreglementer end BR18, 
foreligge dokumentation for røgalarmanlæggets fu nktion, afprøvning og kontrol.”  
 
NRGI -konklusion:  
Da vi ikke, ved et almindeligt huseftersyn, kan vurdere om huset i sin helhed opfylder retningslinjerne i bilag 1a 
fortsætter vi med at give manglende redningsåbninger skadeskarakteren RØD . Dog med undtagelse af huse der 
er opført efter BR18 , hvor det må antages, at huset opfylder retningslinjerne i bilag 1a.  
 
 OBS 
Herunder uddrag fra Bilag 1a  
Præ-accepterede løsninger for fritliggende 
og sammenbyggede enfamiliehuse:  
 
Er redningsåbningen placeret t æt på 
terræn, dvs. højst 2,0 m over terræn, hvor 
risikoen for personskader i tilfælde af 
evakuering er minimal, vil det være 
forsvarligt at have en mindre højde på 
redningsåbningen. Disse redningsåbninger 
skal have en bredde og højde, som hver er 
mindst 0, 5 m, og summen af disse to skal 
mindst være 1,5 m.  
 
 
 
  
",1105,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=18
18,18,NRGI ERFAblade side 19," © NRGI  19 Hældning på o venlysvinduer  Dato:        02-12-2022  
Revision:   
    
Vi oplever tekniske revisioner , klager og regressager vedr. ovenlys der er monteret med for lav hældning.  
 
I bedes være opmærksomme på forholdet og anføre det som en skade, ved udarbejdelse af tilstandsrapporter.  
 
Langt de fleste almindelige Velux vinduer må ikke monteres med en lavere hældning end 15o. Vær dog stadig 
opmærksom på, at der er enkelte Velux vind uer der er specielt udviklet til flade tage.  
 
Herunder fra en igangværende regressag, hvor Velux vinduer er monteret med for lav hældning og, hvor der nu, 
efter vores besigtigelse, er konstateret utætheder og vandindtrængning.  
 
  
  
  
  
Forhold som dette  registreres og anføres i tilstandsrapporten  som eksempel herunder.  
 
SKADE  – RØD : 
Ovenlysvinduer (placering)  har mindre taghældningen end foreskrevet af producenten (minimum 1 5 gr.). 
 
RISIKO:  
Den lave hældning giver risiko for fugtindtræng ning og derved følgeskader i underliggende konstruktion er. 
 
SKADE – GUL: 
Ovenlysvinduer (placering)  har mindre taghældningen end foreskrevet af producenten (minimum 1 5 gr.). 
 
RISIKO:  
Den lave hældning giver risiko for fugtindtrængning og derved følgeskader  i underliggende konstruktion er på 
længere sigt.  
 
  
",457,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=19
19,19,NRGI ERFAblade side 20," © NRGI  20  
FUNDAMENTER/SOKLER    
    
 
  ",17,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=20
20,20,NRGI ERFAblade side 21," © NRGI  21 KÆLDER/KRYBEKÆLDER/TERRÆNDÆK    
    
 
  ",30,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=21
21,21,NRGI ERFAblade side 22," © NRGI  22 Indvendige forsatsvægge i kælder  Dato:  28-01-2022  
Revision:  
    
I Sikkerhedsstyrelsens  vejledning nr. 7 ”Hvad skal som udgangspunkt ikke registreres i en tilstandsrapport” står der 
at vi ikke skal registrere forsatsvægge i kælderen, hvis kælderen er tør og der ikke kan måles fugt i gulve eller vægge.  
Der står også, at det fortsat skal anfø res i tilstandsrapporten, hvis der er tale om en aktuel skade eller et forhold, 
som medfører nærliggende risiko for skader.  
Det skal derfor fortsat vurderes om der er skader eller risiko forbundet med forholdet.  
NRGI -konklusion : 
Når der er indvendige fors atsvægge i kælderen, SKAL  det anføres i materialeskemaet, at kælderydervægge er 
isoleret og beklædt indvendigt.  
Det SKAL  registreres som en skade i tilstandsrapporten, hvis der kan måles forhøjet fugt nogen steder i kælderen. 
Der skal ikke bare måles i fo rsatsvæggen, men i gulve, i bund af kælderskillevægge, evt. i rum hvor der ikke er 
forsatsvægge eller andre steder, hvor der kan formodes at være forhøjet fugt.  
Hvis der nogen steder kan måles forhøjet fugt registreres skaden i tilstandsrapporten.  
Da vi ikke kan afvise, at der allerede er opstået skade i forbindelse med forholdet, det kan være forhøjet fugt eller 
skimmeldannelse bag pladebeklædningen (hvor vi ikke kan se - eller måle det), skal skaden karakteriseres som en 
RØD  skade.  
Herunder billeder af f orsatsvægge, hvor gipsplader er tørre og uden tegn på skader. Men længere inde i 
konstruktionen er der opstået skader som opfugtning og skimmeldannelse.  
  
 
",550,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=22
22,22,NRGI ERFAblade side 23," © NRGI  23 VÅDRUM (BADEVÆRELSE, TOILET OG BRYGGERS)    
    
 
  ",31,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=23
23,23,NRGI ERFAblade side 24," © NRGI  24 Klinker eller fliser med mangelfuld vedhæftning til underlaget i vådrum  Dato:  20-01-2022  
Revision:  
    
Ved vores fælles erfa rings dag i november  2021 , blev der stillet spørgsmål til karakterisering af klinker/fliser med 
mangelfuld vedhæftning til underlaget i vådrum.  
 
Derudover har vi modtaget skrivebordskontroller, hvor Sikkerhedsstyrelsen påpeger, at man ikke kan give 
klinker/fliser med mangelfuld v edhæftning til underlaget, i det vandbelastede område, en GUL skade - heller 
ikke, hvis der er udført vådrumsmembran.  
 
Herunder er der et udsnit fra  Sikkerhedsstyrelsens vejledning nr. 2  ”Skade og vurdering ”, hvori det beskrives, 
hvordan de pågældende skade r skal karakteriseres.  
 
Mindre alvorlige skader – GRÅ  
• Mindre områder i vådrum, hvor fliserne mangler vedhæftning til underlaget, forudsat at området er 
uden direkte vandbelastning.  
• Enkelte fliser i det vandbelastede område af vådrummet, hvor vedhæftningen  af den enkelte flise kun 
udgør ca. 75 -80 %.  
Alvorlige skader – GUL  
• Fliser med markant mangelfuld vedhæftning til underlaget i områder uden direkte vandbelastning.  
Kritiske skader - RØD  
• Fliser med markant mangelfuld vedhæftning til underlaget i områder med direkte vandbelastning.  
NRGI -konklusion  
Det kan være svært at vurd ere procentdelen af den manglende vedhæftning på en enkelt klinke/flise, hvorfor 
klinker/fliser med mangelfuld vedhæftning til underlaget, i det vandbelastede område, gives skadeskarakteren 
RØD . Husk når der er badekar, spabad eller lignende er hele gulvet , i badeværelset, vandbelastet samt fliser 
omkring badekar/spabad.  
 
  
",584,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=24
24,24,NRGI ERFAblade side 25," © NRGI  25 Gulvafløb  Dato:  20-01-2022  
Revision:  
    
Det præciseres hermed, at alle gulvafløb skal besigtiges. Såfremt  der er skader forbundet med gulvafløb skal 
det fremgå af skadesoversigten.  
 
NRGI  standardtekster skal i videst muligt omfang bruges til at beskrive skaden. Dog er der flere eksempler på, at 
opmærksomheden skal skærpes og skaden skal beskrives nærmer e, især på gulvafløb uden for det 
vandbelastede område. Her er det ikke altid nok at br uge vores standardtekster og give skaden GRÅ .  
 
Herunder eksempler på, hvor der kræves øget opmærksomhed og hvor skaden afviger fra det vi normalt 
oplever.  
 
Eksempel 1: Herunder et eksempel, hvor billedet er fra et gulvafløb uden  for det vandbelastede områ de. I dette 
tilfælde var der en bruseniche med et lille firkantet afløb, der var ført til det gulvafløb, der ses på billedet som 
var uden for det vandbelastede område. Her er det ikke nok at bruge vores standardtekst og give skaden GRÅ . 
Skaden skulle være beskrevet og karakteriseret som herunder:  
 
 SKADE - RØD : 
Der er monteret forhøjelsesrammer under rist. Under 
forhøjelsesrammer er der afstand og synlig betonkant. 
Længere nede i konstruktionen ses den oprindelige 
afløbsrist (gulvkonstruktionen er blevet h ævet).  
 
RISIKO:  
Det vurderes, at der er risiko for utætheder og indtrængning 
af vand til gulvkonstruktion, som kan forårsage tæring på 
rør- og gulvvarmeanlæg, samt de tilstødende 
konstruktioner.  
 
BEMÆRKNING:  
Afløb fra bruseniche og håndvask er ført til næ rværende 
gulvafløb.  
 
Eksempel 2: Vær også opmærksom på linjeafløb og hjørneafløb, hvor der også kan være skader/utætheder. 
Skaderne ses ofte modsat de vægge afløbet er placeret op ad.  
 
 SKADE - RØD : 
Der er utætheder i linjeafløbets samling mellem flange og 
ramme. Forholdet er konstateret i det vandbelastede 
område.  
 
RISIKO:  
Det vurderes, at der er risiko for indtrængning af vand til 
gulvkonstruktion, som kan forårsage tæring på rør - og 
gulvvarmeanlæg, samt de tilstødende konstruktioner.  
 
BEMÆRKNING : 
 
 
 
 
",770,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=25
25,25,NRGI ERFAblade side 26," © NRGI  26  
Ofte er vi i et bryggers, vaskerum, teknikrum eller lignende, hvor vi antager der er et gulvafløb, men ikke kan 
finde det. Her anbefales det , at der oprettes en undtagelse. Undtagelsen kunne formuleres  som følgende.  
 
Placering – Bryggers.  
Eventuel t gulvafløb i bryggers er ikke besigtiget, da det ikke var tilgængeligt/kunne lokaliseres ved 
besigtigelsen.  
 
Herunder nogle gode illustrationer vedr. gulvafløb. Illustrationerne stammer fra BYG -ERFA blad (50) 101130  
 
 
 
 
  
",175,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=26
26,26,NRGI ERFAblade side 27," © NRGI  27 Renovering af gulvafløb  Dato:  10-02-2022  
Revision:  
    
Vi oplever nogle gange, at vores kunder har fået renoveret deres gulvafløb, med synlig betonkant, med en 
indvendig emaljering. Der kan i nogle tilfælde opstå tvivl om, hvorledes vi skal beskrive og karakterisere et 
sådan forhold.  
 
Gulvafløbene kan efter renoveringen se ud som på billederne herunder:  
 
  
 
NRGI -konklusion : 
Dette er ikke en godkendt løsning i Danmark og vi skal derfor karakterisere de pågældende gulvafløb som vi 
ville karakterisere gulvafløb med fri betonkant, se eksempler herunder.  
 
I det vandbelastede område:  
SKADE – RØD : 
Gulvafløb i det vandbelastede område er renoveret indvendigt med emaljering eller lignende.  
RISIKO:  
Det vurderes, at der er risiko for utætheder og indtrængning af vand til gulvkonstruktion, som kan forå rsage 
tæring på rør - og gulvvarmeanlæg, samt de tilstødende konstruktioner.  
 
BEMÆRKNING:  
Metoden er ikke en godkendt løsning i Danmark.  
 
Uden for det vandbelastede område:  
SKADE – GRÅ : 
Gulvafløb uden for det vandbelastede område er renoveret indvendigt med emaljering eller lignende.  
RISIKO:  
 
BEMÆRKNING:  
Metoden er ikke en godkendt løsning i Danmark. Men det  vurderes, at der ikke er nærliggende risiko for 
fugtindtrængning i tilstødende b ygningsdele  pga. gulvafløbet s placer ing. 
 
 
 
",511,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=27
27,27,NRGI ERFAblade side 28," © NRGI  28 GULVKONSTRUKTION OG GULVE    
    
 
 
  ",20,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=28
28,28,NRGI ERFAblade side 29," © NRGI  29 INDERVÆGGE/SKILLEVÆGGE    
    
 
  ",24,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=29
29,29,NRGI ERFAblade side 30," © NRGI  30 Indvendige forsatsvægge  Dato:  28-01-2022  
Revision:  
    
Det er ikke kun ved forsatsvægge i kælder vi skal være opmærksomme. Når vi konstaterer forsatsvægge over 
kælderplan, skal vi have skærpet opmærksomhed, især ved ældre bygninger med eksempelvis massivt 
murværk, bindingsværk, muret sokkel/fundament og lignen de.  
 
Billederne herunder er fra en bygning med muret fundament/sokkel, der er massive ydervægge og indvendigt 
er bygningen renoveret med forsatsvægge.  
 
   
 
Selvom vi ikke kan måle forhøjet fugt ved indvendige forsatsvægge, er der, i tilfælde som dette,  mange andre 
faresignaler vi skal have skærpet opmærksomhed omkring.  
 
Eksempelvis:  
1. Muret fundament/sokkel = mangelfuld eller ingen sikring mod opstigende grundfugt.  
2. Misfarvninger af tegl mod terræn = muligvis pga. opstigende grundfugt.  
3. Massivt murværk = f ugt kan ledes fra formur/yderside til bagmur/inderside.  
4. Revner i murværk samt udfaldene og porøse fuger = Regnskærm er med utætheder.  
5. Dugpunkt/kondensdannelse.  
 
Når der, som i dette tilfælde, monteres en forsatsvæg på indvendig side, kan evt. fugt ikke ventileres bort og 
der er derved risiko forbundet med forholdet.    
 
NRGI -konklusion : 
Når der er indvendige forsatsvægge, SKAL  det anføres i materialeskemaet, at yd ervægge er isoleret og beklædt 
indvendigt.  
I tilfælde som dette kan vi ikke afvise, at der allerede er opstået skade i forbindelse med forholdet, det kan 
være forhøjet fugt eller skimmeldannelse bag pladebeklædningen (hvor vi ikke kan se - eller måle det).  Skaden 
skal derfor anføres og karakteriseres som en RØD  skade.  
 
 
  
",615,https://www.echoapp.dk/NRGiCorporate/AppPic/Best_Practice_-_Skadesvurdering___20231004135851_12114_37.pdf#page=30
