Kilde,content,tokens
Håndbog for beskikkede bygningssagkyndige,"Håndbog for beskikkede bygningssagkyndige  
19  
Opdateret 13. april 2021 
5.2.6 Landbrug med betinget købsaftale  
Landbrug, hvor købsaftalen er betinget af, at landbrugspligten ophæves, er omfattet af 
ordningen. Det skal anføres i tilstandsrapporten under ” Øvrige bygningsoplysninger ,” at 
tilstandsrapporten først er gyldig, når landbrugspligten ophæves i forbindelse med salget  
af ejendommen.  
Samtlige bygninger på ejendommen skal registreres i tilstandsrapporten.  
5.2.7 Kolonihaver  
Det kan ikke siges entydigt, om en k olonihave er omfattet af huseftersynsordningen. 
Dette vil afhænge af den konkrete juridiske konstruktion for kolonihaveforeningen, 
herunder om ejerforholdene svarer til ejerforholdene for fast ejendom, eller om der nærmere er tale om andelsbolig -lignende forhold. Det er sælgers ansvar, at betingelserne 
for at anvende huseftersynsordningen,  og derved frigøre sig for sit sælgeransvar , er 
opfyldt. Det vil derfor være op til sælger (og dennes rådgivere) at tage stilling til, om en 
kolonihave i det konkrete til fælde er omfattet af ordningen.  
 ",391
Håndbog for beskikkede bygningssagkyndige," 
 
20  
Opdateret 13. april 2021 
6. Generelle retningslinjer for bygningsgennemgangen 
6.1 Omfanget af b ygningsgennemgangen  
Bygningsgennemgangen er visuel og gør brug af enkle håndredskaber . Den sker derfor 
uden destruktive indgreb. Ved gennemgangen bruger den bygningssagkyndige sin indsigt 
og erfaring til at gennemgå ejendommen med professionel omhu.  
Samtlige ejendommens bygn inger er omfattet af huseftersynet . Det betyder,  at samtlige 
bygninger  skal registreres under bygningsoversigten . Det gælder,  uanset om de ikke er 
medtaget eller ikke er korrekt anført i BBR -ejermeddelelsen.  
Det betyder:  
• Bygninger under 5 m2 skal ikke registreres eller indgå i eftersynet.  
• Bygninger mellem 5 og 10 m2 skal registreres og i nogle tilfælde indgå i eftersynet.  
• Bygninger over 10 m2 skal altid registreres, men kan undtages fra eftersyn , hvis de er 
uden værdi.   
Læs mere i Sikkerhedsstyrelsens vejledning nr. 3 om ”Registrering af ejendommens 
bygninger og undtagelser ”.   
Efter § 15 i bekendtgørelse om huseftersynsordningen indgår følgende ikke i  
bygningsgennemgangen:  
• Bagatelagtige forhold, som ikke kan antages at påvirke bygningens brug 
eller værdi nævneværdigt  
• Bygningsdele , der ikke kunne efterses  
• Bygningens funktionsforhold  
• Bygningens lovlighed efter offentlige forskrifter, bortset fra åbenlyse 
overtrædelser af bygningslovgivningen  
• Æstetiske og arkitektoniske forhold  
• Sædvanligt slid og ælde, som er normalt for bygninger af den pågældende 
alder  
• Indretninger uden for selve bygningen, for eksempel  vandstik  
• Løsøre , for eksempel  hårde hvidevarer  
• Bedømmelse af bygningens almindelige vedligeholdelsestilstand  
Bygningsgennemgangen omfatter ikke indretninger uden for selve bygningerne eller 
forhold ved grunden, som ikke har indflydelse på bygningernes tilstand. Det vil for 
eksempel være rør-  og stikledninger, der er nedgravet på grunden, udendørs 
svømmebassiner, kloakanlæg, forurening på grunden, nedgravede olietanke og 
fritstående læ - og havemure.  
Den bygningssagkyndige skal dog altid vurdere tydelige forhold ved grunden, der kan 
medføre skader på bygningen, som for eksempel vand på grunden, der kan kræve særlig  
sokkelhøjde.  ",802
Håndbog for beskikkede bygningssagkyndige," 
 
21  
Opdateret 13. april 2021 
Havemure og terrasser, der er sammenbygget med de  besigtigede bygninger, er omfattet 
af huseftersynet. Er der for eksempel tale om en større overdækket terrasse, skal det 
overvejes at angive den med selvstændig  bogstavbetegnelse .  
6.2 Visuel gennemgang uden destruktive indgreb  
Bygningsgennemgangen skal være visuel , og den bygningssagkyndige gør kun  brug af 
enkle håndredskaber til ikke destruktive undersøgelser. Kriteriet for et ikke destruktivt 
indgreb er, at den undersøgte konstruktion i det  væsentlige efterlades i samme stand 
som inden gennemgangen. Destruktive undersøgelser betyder, at der skal gribes ind i 
konstruktionen for at konstatere f.eks. svampeangreb i gulv eller kælderkonstruktion. De 
bygningsmæssige indgreb skal altid aftales med  sælger.  
Der skal anvendes håndredskaber, som kan forudsættes anvendt i branchen  til at 
foretage orienterende målinger.  
Undersøgelser, som kræver specielt måleudstyr (f.eks. indeklimaundersøgelser) eller 
indgreb i konstruktionen (f.eks. kontrol af radonspæ rre) ligge r uden for eftersyn et.  
6.3 Skadesbegrebet  
Skadesbegrebet er defineret i 4  hovedgrupper:  
1. Fysiske skader , som kan konstateres ved en visuel gennemgang af ejendommen, 
herunder ved hjælp af enkle tekniske redskaber til ikke -destruktive undersøgelser 
og orienterende målinger.  
2. Manglende bygningsdele og andre fysiske forhold , der kan føre til en skade, eller 
som i sig selv må betragtes som en skade. Der kan være tale om manglende 
bygningsdele eller manglende montering af bygnin gsdele. Registreringen skal 
omfatte forhold, som man med rimelighed kan forvente er i orden.  
3. Fejl, der kan føre til en skade, eller som i sig selv må betragtes som en skade. 
Åbenlyse fejl skal registreres, også selvom de ikke længere er i udvikling . Hvis 
den bygningssagkyndige mener, at der ikke er problemer forbundet med byggefejlen, skal begrundelsen herfor skrives i bemærkningsfeltet  under 
skadesbeskrivelsen.  
4. Åbenlyse afvigelser fra bygningslovgivningen  skal registreres, også selv om der 
ikke kan  konstateres en fysisk skade. Med bygningslovgivningen forstås primært 
byggeloven, bygningsreglementer og generelle bygningstekniske forskrifter.  
Registreringskravet er begrænset til de afvigelser, der må forventes at være åbenlyse for en bygningssagkyndi g ved den visuelle gennemgang af ejendommen og det foreliggende 
tegningsmateriale.  
Læs mere om ” Skade og vurdering ” i Sikkerhedsstyrelsens vejledning nr. 2.   
Læs mere om ” Hvad skal som udgangspunkt ikke registreres i en tilstandsrapport ” i 
Sikkerhedsstyrelsens vejledning nr. 7.  
 ",917
Håndbog for beskikkede bygningssagkyndige," 
 
22  
Opdateret 13. april 2021 
6.4 Vurderingsskalaen  
6.4.1 Generelt  om vurdering  
En skade eller tegn på skade på e n bygningsdel skal bedømmes i forhold til , om 
bygningens fysiske tilstand er ringere end tilstanden i tilsvarende intakte bygninger af 
samme alder . Den bygningssagkyndige vurderer ikke bygningsdelens  restlevetid eller 
vedligeholdelsestilstand . 
Den bygningssagkyndige skal foretage en vurdering af , hvilke konsekvenser skade n 
skønnes at få for den pågældende bygningsdel . Det skal også vurderes, hvilke  
konsekvenser skadesudviklingen kan få for andre bygningsdele.  Herunder vurderer den 
bygningssagkyndige også , om skaden  er stabil , eller om den vil udvikle sig  yderligere.  
Der er et betydeligt fagligt skøn forbundet med vurderingen af skaders alvorlighed . Der 
kan derfor forekomme helt naturlige og acceptable forskelle mellem forskellige 
bygningssagkyndiges be dømmelse af de n samme skade , uden at dette udgør en fejl i 
rapporten og uden at det kan afgøres , hvilken vurdering der er den mest korrekte. D er vil 
også kunne forekomme uacceptable forskelle, eksempelvis  når en vurdering uden grund 
afviger åbenlyst fra præcedens og det ”alment tekniske fælleseje”.  
Der skal være sammenhæng imellem skade, vurdering , risiko og bemærkninger , for at  
der samlet set er givet en fuldt forståelig og korrekt fremstilling af skaden.  
De observerede skader eller tegn på skader klassificeres på f ire niveauer ud fra en 
vurdering af , hvor alvorlig e deres konsekvenser  kan være.  
Konsekvens er forstås  her som en samlet betegnels e, henholdsvis brud, lækager, 
deformeringer, svækkelser,  revnedannelser og ødelæggelser, samt  
personskaderelaterede konsekvenser som tilskadekomst, helbredsgener eller død.  
Alvorlig heden afhænger blandt andet af skadens  omfang , risikoen for  skade på andre  
bygningsdele og  personskaderisiko en. 
Grå: Mindre alvorlige skader  
Vurderingen ”G rå” beskriver skader, som ikke har nogen indflydelse på bygningens eller 
bygningsdelens funktion eller som alene har mindre alvorlige konsekvenser . Det vil sige,  
at Grå karakteriserer skader, som husejeren skal være opmærksom på, men som 
husejeren kan vælge at leve med. Skaderne forværres normalt ikke med tiden eller kun i 
begrænset  omfang, da det er en mindre skade , som typisk ikke vil udvikle sig ved normal 
drift og ved ligehold af bygningen.  
Gul: Alvorlige skader    
Vurderingen ”G ul” beskriver skader , som medfører  alvorlige  konsekvenser på længere 
sigt. Det betyder,  at den bygningssagkyndige vurderer , at bygningsdelens funktion svigter , 
og at det kan medføre skader på andre bygningsdele.  
Længere sigt er , når den bygningssagkyndige ud fra sin indsigt og erfaring skønner , at 
skaden udvikler sig negativt efter en periode på ca. 2 år.  ",967
Håndbog for beskikkede bygningssagkyndige," 
 
23  
Opdateret 13. april 2021 
Rød: Kritiske skader  
Vurderingen ”Rød ” beskriver skader,  som allerede har medført eller vil medføre alvorlige 
skader på kort sigt. Det betyder , at den bygningssagkyndige vurderer , at bygningsdelens 
funktion svigter,  og at  det har medført  eller kan medføre skader på andre bygningsdele.  
Kort sigt er, når den bygningssagkyndige ud fra sin indsigt og erfaring skønner , at skaden 
udvikler sig negativt inden for en periode på op til ca. 2 år. I vurderingen indgår det, om 
der skal sættes ind med yderligere vedligeholdelsesarbejder ud over  den normale drift  
eller andet forebyggende arbejde. I vurderingen indgår samtidig , om skaden medfører 
risiko for personskade.  
?: Mulige skader   
Vurderingen ”Mulige skader ” beskriver forhold , hvis konsekvens ikke kan fastlægges 
tilstrækkeligt ved den visuelle gennemgang. Det kan være en alvorlig skade, en 
ubetydelig , lille skade eller slet ikke nogen skade . Derfor bør skadens  art, omfang og 
konsekvenser altid undersøges  nærmere. Der vil i alle tilfælde være tale om forhold, som 
kræver særlig specialviden. 
Vurderingen ”Mulige skader ” skaber uklarhed for købe r, og derfor skal det i videst muligt 
omfang specificeres, hvad den ”nærmere undersøgelse” skal omfatte.  
Læs mere om vurderingen af skader i Sikkerhedsstyrelsens vejledning  nr. 2  ”Skade  og 
vurdering”.   
Læs mere om ” Hvad skal som udgangspunkt ikke registreres i en tilstandsrapport ” i 
Sikkerhedsstyrelsens vejledning nr. 7.  
 
7. Forberedelse af b ygningsgennemgangen  
7.1 Indhentning af skriftligt materiale fra ejeren  
Den bygningssagkyndige skal bede ejeren om at finde relevant skriftligt materiale om 
ejendommen frem, så de n bygningssagkyndige har  mulighed for at gennem se det inden 
bygningsgennemgangen. Relevant materiale er eksempelvis  bygningstegninger , 
projektbeskrivelser  og energimærker .  
Den bygningssagkyndige skal endvidere spørge, om der findes  rapporter om særlige 
bygningsundersøgelser, forundersøgelser, geotekniske undersøgelser eller tilsvarende. Er  
der forhold, hvor der skal foreligge lovpligtige attester, skal de n bygningssagkyndige også 
spørge  efter dem . 
Den bygningssagkyndige er ikke forpligt et til at søge oplysninger hos andre end ejeren 
eller dennes repræsentant, men skal tage stilling til  oplysningernes relevans, hvis de 
alligevel bliver tilgængelige.  
Hvis ejer en ikke er i besiddelse af tegningsmateriale m.v., kan den bygningssagkyndige 
bede ejeren om at rekvirere materialet  i det kommunale byggesagsarkiv . Det er dog kun ",886
Håndbog for beskikkede bygningssagkyndige," 
 
24  
Opdateret 13. april 2021 
relevant,  hvis den bygningssagkyndige mener, at det er nødvendigt for afklaring af en 
skadesrisiko.  
Ud over baggrundsmaterialet fra sælger skal den bygningssagkyndige fremskaffe BBR -
oplysninger, tidligere tilstandsrapporter og energimærker , som er lavet inden for de 
seneste 6 år : 
• BBR-oplysninger  findes på www.ois.dk  eller www.boligejer.dk . BBR -
oplysningerne er en fast del af baggrundsmaterialet for 
bygningsgennemgangen, og det er den senest opdaterede udgave, der 
skal anvendes, hvilket den bygningssagkyndige kan sikre sig på en af disse hjemmesider.  
• Tidligere tilstandsrapporter  findes på Husweb . Den bygningssagkyndige 
skal her undersøge, om der er udarbejdet andre tilstandsrapporter for 
ejendommen inden for de seneste 6 år. Hvis det er tilfældet, er den 
seneste rapport en fast del af det baggrundsmateriale, som den 
bygningssagkyndige skal gennemgå inden bygningsgennemgangen.  
• Energimærker  udarbejdet efter den 1. september 2006 findes på 
www.boligejer.dk  eller Energistyrelsens hjemmeside www.ens.dk . Hvis der 
er et energimærke, indgår det som en fast del af baggrundsmaterialet for 
bygningsgennemgangen. Bygningssagkyndige, der ikke selv er energikonsulenter, kan finde resumeer af energimærkerne fra før den 1. september 2006 på 
www.ois.dk , men selv e energimærket skal rekvireres 
gennem ejeren.  
7.1.1 BBR -ejermeddelelse  
Den senest opdaterede udgave  af BBR-oplysningerne findes på www.ois.dk  eller 
www.boligejer.dk .   
Er der forskellige opdateringsdatoer for de enkelte bygninger, anføres den seneste. Det er 
også acceptabelt at vælge udskriftsdatoen fra BBR -meddelelsen. Hvis den 
bygningssagkyndige vælger at basere sin kladde på BBR, bliver der indsat en automatisk udskriftsdato , som svarer til den dag,  kladden oprettes.  
Det er ikke den bygningssagkyndiges pligt at verificere korrektheden af BBR-ejermeddelelsen eller de øvrige dokumenter.  
7.1.2 Tidligere tilstandsrapport  
Den bygningssagkyndige er forpligtet til at undersøge, om der er udarbejdet andre tilstandsrapporter for ejendommen inden for de seneste 6 år. Hvis der ikke er udarbejdet 
tidligere  tilstandsrapport er, skal dette oplyses. Det er kun den seneste tilstandsrapport, 
der skal angives  i dette punkt, og kun hvis rapporte n er under 6 år gammel ved 
dateringen af den nye.  
Den tidligere  tilstandsrapport anføres med dens  H-nummer og dato.  
Den bygningssagkyndige gennemgår den tidligere rapport med henblik på  oplysning er om 
væsentlige skader eller risikoforhold, som ikke kan an tages at være udbedret.  ",885
Håndbog for beskikkede bygningssagkyndige," 
 
25  
Opdateret 13. april 2021 
Den bygningssagkyndige kan vælge at basere sin kladde på en tidligere tilstandsrapport  
med eller uden skadesregistreringer .  Den bygningssagkyndige har  i det tilfælde  det fulde 
ansvar for, at den nye tilstandsrapport baseres på eget eftersyn og at vurderinger og 
beskrivelser i den tidligere tilstandsrapport ikke genanvendes  uden åbenlys grund . 
7.1.3 Energimærke  
Det seneste energimærke anføres med sit løbenummer, årsta l og oplysning om,  hvorvidt 
det er gældende eller udløbet.  
Oplysningerne i energimærket om installationer, ventilationsforhold m.v. kan være en 
hjælp, når den bygningssagkyndige forbereder eftersynet og spørgsmålene til ejeren. De kan i særlige tilfælde og så give mistanke om risikoforhold, som ikke kan afklares visuelt 
og derfor kræver en bemærkning i tilstandsrapporten.  
7.1.4 Andre bygningsoplysninger  
Den bygningssagkyndige angiver , hvilket  yderligere  materiale om ejendommen, der  er 
udleveret af ejeren el ler rekvireret på anden vis. Det er typisk bygningstegninger, 
projektbeskrivelser og eventuelt rapporter efter særlige bygningsundersøgelser, 
forundersøgelser, geotekniske undersøgelser eller tilsvarende samt lovpligtige attester.  
Der tilknyttes yderligere en bemærkning, hvis der er kendskab til særligt relevant 
materiale, der ikke kan fremskaffes. Materialet skal anføres  entydigt, så det senere kan 
identificeres, hvis der skulle blive brug for det.  
Hvis der foreligger relevante oplysninger, der ikke er sk riftlige , skal de anføres med 
oplysning om kilden.  
7.2 Sælgers oplysninger om ejendommen  
Sælgers oplysninger indgår som en væsentlig del af den bygningssagkyndiges baggrund for bygningsgennemgangen. Den bygningssagkyndige bør spørge sælgeren om forhold, 
som den bygningssagkyndige ikke altid kan se, men som sælger vil opdage ved at bo i huset , f.eks. fordi skaden  kun viser sig i e n bestemt slags vejr.  
Sælgeroplysninge rne har ingen formel udløbsdato.  Sælger er ansvarlig for , at 
oplysningerne er korrekte på  tidspunktet for indrapportering .  
Oplysninger ne fra  sælger indgår i baggrundsmaterialet for bygningsgennemgangen og 
skal bekræftes  eller afkræftes under skadesregistreringen for  hver bygningsdel.  Finder 
den bygningssagkyndige på grundlag af sin erfaring e ller undersøgelsen i øvrigt, at der er 
grund til at tvivle på sælgerens oplysninger, skal dette også skrives i rapporten.    
Den bygningssagkyndige anfører i rapporten, om sælger var til stede ved huseftersynet .  
Spørgsmålene i skemaet kan kun udfyldes af en, som har indgående kendskab til huset, og udfyldelsen  må ikke overlades  til andre. Hvis dette ikke er muligt , skal spørgsmålene 
ikke besvares, og grunden skal angives i tilstandsrapporten under ”Oplysninger har ikke kunnet fremskaffes på grund af XX”.  
Læs mere i Sikkerhedsstyrelsen s vejledning nr. 6 om Sælgeroplysninger . ",1010
Håndbog for beskikkede bygningssagkyndige," 
 
26  
Opdateret 13. april 2021 
7.3 Oplysninger om s ælger  
Den bygningssagkyndige angiver sælgers navn og kontaktoplysninger i 
overens stemmelse  med de oplysninger , den bygningssagkyndige modtager fra sælger . 
Den bygningssagkyndige skal så vidt muligt sikre, at telefon og mailadresse oplyses. Disse oplysninger vil ikke fremgå af den endelige rapport, men er nødvendige af hensyn til Sikkerhedsstyrelsens kvalitetskontrol.  
Oplysningerne om sælger skal være korr ekte ved tilstandsrapportens datering og på 
tidspunktet for eventuelle fornyelser, men den bygningssagkyndige er ikke forpligtet til at 
rette oplysningerne , hvis der sker ændringer som følge af adresseændringer, dødsfald , 
konkurs eller andet , efter at tilstandsrapporten er udfyldt .    
Den bygningssagkyndige skal ikke kontrollere oplysningerne , med mindre der er grund til 
at antage, at de ikke er rigtige.  
Sælger er principielt ejeren af ejendommen på tidspunktet for tilstandsrapportens datering, og der vil normalt ikke være tvivl om, hvem det drejer sig om og hvem  der skal 
udfylde sælgeroplysningerne .  
Der kan dog være situationer, hvor en korrekt angivelse kræver særlig omhu:  
• Hvis der er tale om mere end én ejer med samme bopæl, skal de begge  
anføres. Hvis der er tale om flere end to ejere , vil det være acceptabelt at 
anføre et af navnene og tilføje: ”med flere”. Hvis ejerne har forskellige adresser, kan der tilsvarende anføres en enkelt adresse  og tilføje s: ”med 
flere ”.  
• Hvis der er tale om et dødsbo, skal ejeren angives som: ”Boet efter … (navn)”, sammen med bobestyrerens navn og kontaktoplysninger. Hvis der er flere ejere, og én af dem er et dødsbo, angives begge som ejere.  I 
mange tilfælde vil der dog være tale om et uskiftet bo, hvor det er den 
efterladte, der skal anføres som sælger.  
• Hvis der er tale om en ejendom på tvangsauktion, er den hidtidige ejer, 
uanset misligholdelsen, stadig den formelle ejer og skal dermed stå som 
sælger. Denne salgsform indebærer imidlertid begrænsninger i 
sælgeransvaret, lig esom hvis sælger er et  dødsbo eller konkursbo, og det 
skal derfor angives . Det sker ved at indsætte ordet (tvangsauktion) i 
parentes efter sælgers navn.  
• Hvis der er tale om et konkursbo, skal ejeren anføres således: ” … (navn) 
under konkurs”, sammen med b obestyrerens navn og kontaktoplysninger.   
7.4 Ejendomsstatus og ejendomstype 
Ejendomsstatus er en juridisk angivelse, der ikke må forveksles med ejendomstypen. Det er væsentligt, at den bygningssagkyndige gør sig bekendt med ejendommens status og skriver den korrekt. Fejl under ”Ejendoms type” kan være af meget alvorlig karakter, idet 
misforståelser kan føre til helt eller delvist ugyldige tilstandsrapporter, så køber og sælger risikerer at træffe beslutninger på et forkert grundlag . For eksempel kan det få alvorlige 
konsekvenser, hvis en ideel anpart besigtiges som en ejerlejlighed.  ",997
Håndbog for beskikkede bygningssagkyndige," 
 
27  
Opdateret 13. april 2021 
Den bygningssagkyndige skal dog ikke kontrollere oplysningerne fra ejeren eller dennes 
repræsentanter, ud over hvad der fremgår af BBR -meddelelsen og oplysningerne på 
www.ois.dk  eller www.boligejer.dk .  
Ejendommens status registreres som  én af følgende :  
• Nedlagt landbrug  
• Dødsbo  
• Tvangsauktion  
• Konkursbo  
• Ejendommen henligger forladt  
• Fredet ejendom  
• Beva ringsværdig ejendom  
• Ejerbolig  
Samtidig vælges én af følgende e jendoms typer: 
• Byhus 
• Dobbelthus  
• Ejerlejlighed  
• Enfamilieshus  
• Flerfamilieshus  
• Fritidshus  
• Ideel anpart  
• Kædehus  
• Rækkehus  
• Sommerhus  
• Stuehus til ned lagt landbrug  
 
  ",254
Håndbog for beskikkede bygningssagkyndige," 
 
28  
Opdateret 13. april 2021 
8. Bygningsgennemgangen 
8.1 Bygningsgennemgangens formål  
Bygningsgennemgang en har til formål at afdække , i hvilket omfang den gennemgåede 
bygnings fysiske tilstand er ringere end tilstanden af tilsvarende intakte bygninger af 
samme alder.  Det vil sige , hvorvidt der er skader eller te gn på skader ved bygningerne 
såsom brud, lækager, deformeringer, svækkelser, revnedannelser og ødelæggelser. Derudover regnes også manglende bygningsdele og andre fysiske forhold  som skader , 
når d e giver nærliggende risiko for skader, hvis der ikke sættes ind med omfattende 
vedligeholdsarbejder eller forebyggende foranstaltninger.  
Om en bygning har en skade, afhænger således af en vurdering af, om bygningens 
fysiske tilstand er ringere end tilstanden i tilsvarende intakte bygninger af samme alder.  
Hvornår et forhold kan betegnes som en egentlig skade, eller hvornår det kan betegnes 
som aldersbetinget slid eller mangelfuld vedligeholdelse , vil ofte bero på den 
bygningssagkyndiges faglige skøn . 
8.2 Tilstandsrapporten s elementer  
Tilstandsrapporten har følgend e indhold:  
1. Forside  
2. Det skal du vide om tilstandsrapporten  
3. Hustypebeskrivelse  (Kendetegn og byggeteknik + opmærksomhedspunkter)  
4. Tagets restlevetid  
5. Bygninger i tilstandsrapporten  
6. Skadesoversigt  
7. Sælgeroplysninger  
8. Om huseftersynsordningen  
9. Oplysninger til ej erskifteforsikring  
Den færdige tilstandsrapport skal indeholde alle disse punkter i udfyldt stand.  
8.3 Rapportering af bygninger nes tilstand  
En skadesangivelse i tilstandsrapporten skal omfatte:  
• Vurdering af skaden s alvorlighed  
• Skadesbeskrivelse  
• Vurderi ng af den risiko , skaden medfører  
• Eventuelle yderligere bemærkninger, eksempelvis om årsagen til skade ns opståen.  
 
Vurdering af skadens alvorlighed fastsættes efter den  tidshorisont , som skaden vil 
udvikl e sig  indenfor . 
Skadesbeskrivelsen  skal være en kort og præcis redegørelse for de observerede fysiske 
forhold, hvor også præcisering af omfang og udbredelse fremgår. Der må ikke være 
forvekslingsmuligheder med andre, nuværende eller senere opståede forhold. Skadens placering i rummet eller  på bygningsdelen skal være entydigt beskrevet, så skaderne let ",786
Håndbog for beskikkede bygningssagkyndige," 
 
29  
Opdateret 13. april 2021 
kan genfindes på ejendommen. Hvis en skade ses flere steder  i et rum eller på en 
bygningsdel,  skal det noter es, og der bør i så fald angives , hvor skaden typisk kan ses.   
Risikoen  er den bygningssagkyndige s vurdering af,  hvilken risiko den konstaterede skade 
medfører . Risici skal specificere s i risikofeltet , da en ikke -sagkyndig forbruger  ikke kan 
forventes  at kunne vurdere risikoen på egen hånd . Det gælder både risikoen for den 
konkrete bygningsdel og en eventuel risiko for følgeskade  eller personskade .  
Bemærkningsfeltet bruges til uddybende kommentarer til skader og ko nstruktioner samt  
skadesårsager og sammenhænge til andre skader ved bygningen. Feltet kan ligeledes  
bruges til at specifi cere den faglige vurdering, eksempelvis hvis en skade normalt gives 
vurderingen  rød, men i det pågældende tilfælde er vurderet til gr å. Bemærkningsfeltet 
må ikke bruges til at give forslag til , hvilken  metode skader  kan udbedres efter , da 
rådgivning ikke e r omfattet af huseftersynsordningen. Bemærkningsfeltet kan også 
bruges til at henvise til sammenhængen mellem flere skader.  
Alle felter skal  som udgangspunkt  udfyldes for hver skade. Har den bygningssagkyndige 
intet at bemærke, eksempelvis fordi en given skade ikke medfører en risiko eller der 
ingen yderligere bemærkninger er, skal den bygningssagkyndige ikke notere noget  i 
feltet, som efterlades blankt .  
Forskellige skadestyper må ikke beskrives samlet under ét punkt, men skal angives under hver sit selvstændige punkt  med selvstændig vurdering under det relevante rum 
eller den relevante bygningsdel.  
8.4 Formidling af bygningsgennemgangens registreringer 
Når bygningsgennemgangens observationer samt faglige skøn og vurderinger overføres til tilstandsra pporten, skal den bygningssagkyndige sætte sig i ikke -bygningssagkyndige 
brugeres sted og vurdere, om teksten i skadesregistreringens felter  er forståelig og 
fremstiller skaden korrekt og fyldestgørende. Hvis registreringerne  er knappe, 
stikordsagtige og f agligt indforståede, bør de omformuleres og forklares med  alment 
forståelige ord og sætninger.  
En væsentlig faktor  i skadesangivelsen er den bygningssagkyndiges vurdering af risikoen 
ved de enkelte forhold. R isiko beskrivels en skal ses i sammenhæng med besk rivelsen af 
forholdet og den eventuelle tilhørende bemærkning . Der skal altid være 
overensstemmelse mellem karakteren og de øvrige felter . Det vil eksempelvis være 
uacceptabelt at benytte risiko - eller bemærkningsfeltet til med ord , at beskrive en ” gul” 
eller ”grå” skade, hvis den har fået en ” rød” vurdering.  Risiko - eller bemærkningsfeltet 
må altså ikke bruges til at  ”tale en skade ned” .  
Det afgørende er , om der samlet set er givet en fuldt forståelig og korrekt fremstilling af 
skaden, så brugerne kan tage forholdets reelle betydning i betragtning.  ",988
Håndbog for beskikkede bygningssagkyndige," 
 
30  
Opdateret 13. april 2021 
8.5 Opdeling af ejendommen   
8.5.1 Opdeling  af ejendommen s bygninger  
Som grundlag for skadesregistreringen og for rapporteringen skal bygningerne på 
ejendommen afgrænses og identificeres enkeltvis med bogstavbetegnelse (litrering) efter  
deres anvendelse  og eventuelle udformning.  
Det er vigtigt,  at opdelingen tager  udgangspunkt i at gøre tilstandsrapport en læsbar og 
nem at forstå for en forbruger . Det betyder, at den bygningssagkyndige skal opdele og 
registrere ejendommens bygninger ud fra deres anvendelse , hvilket i nogen tilfælde kan 
være forskellig fra den inddeling , der er lagt op til i BBR -ejermeddelelsen.   
Er beboelsen eksempelvis opført ad flere omgange, f.eks. med års mellemrum og med 
arkitektoniske og konstruktive forskelle,  bør den samlede bebyggelse fremgå under 
samme litrering, såfremt der er tale om samme anvendelse.  
Hvis de n bygningssagkyndige benytter  en anden opdeling end den, der fremgår af BBR-
ejerme ddelelsen, skal de skønsmæssigt anslåede arealer af bygninger ne fremgå af 
tilstandsrapporten.  
8.5.2 Inddeling i bygningsdele og rum  
Tilstandsrapporten skal oplyse om skader eller tegn på skader ved bygningerne med henblik på, at disse oplysninger kan indgå i  prisfastsættelsen og  købers vurdering af 
ejendommen.  
Skadesoversigten er inddelt i et afsnit for skader uden på hovedbygningen, skader inde i 
hovedbygningen og skader i  sekundære  bygninger.  
Ved skader på hovedbygningens yderside skal s kadesoversigten opdeles  i bygningsdele. 
Den bygningssagkyndige kan notere skader under henholdsvis tag, ydervægge, vinduer /døre  porte og fundament/sokkel.   
Skader inde i hovedbygningen opdeles på  rumniveau. Det betyder,  at skader  skal fremgå 
af tilstandsrapporten under det  relevante rum. Findes en skade i flere rum , skal den 
bygningssagkyndige notere skaden under samtlige rum, hvor skaden er konstateret.  
Sekundære bygninger opdeles ikke nødvendigvis i rum. Alle skader kan registreres i 
samme rum.   
8.6 Afgrænsning af bygnin gsgennemgangens omfang  
8.6.1 Bygninger, som den bygningssagkyndige har undtaget i tilstandsrapporten   
Alle bygninger på ejendommen skal registreres og medtages med samme grundighed i bygningsgennemgangen.  
Den bygningssagkyndige kan dog vurdere, at en  sekundær  bygning er i så dårlig stand 
eller har så ringe byggeteknisk værdi, at det ikke tjener noget formål at udfærdige en 
tilstandsrapport. I det tilfælde kan den pågældende  bygning undtages for besigtigelse.  
En sekundær bygning kan således undtages f ra besigtigelse , hvis: ",910
